"PRODUCT","CROP AND ANIMAL PRODUCTION, HUNTING AND RELATED SERVICE ACTIVITIES","FORESTRY AND LOGGING","FISHING AND AQUACULTURE","MINING OF COAL AND LIGNITE","EXTRACTION OF CRUDE PETROLEUM AND NATURAL GAS & MINING OF METAL ORES","OTHER MINING AND QUARRYING","MINING SUPPORT SERVICE ACTIVITIES","PROCESSING AND PRESERVING OF MEAT AND PRODUCTION OF MEAT PRODUCTS","PROCESSING AND PRESERVING OF FISH, CRUSTACEANS, MOLLUSCS, FRUIT AND VEGETABLES","MANUFACTURE OF VEGETABLE AND ANIMAL OILS AND FATS","MANUFACTURE OF DAIRY PRODUCTS","MANUFACTURE OF GRAIN MILL PRODUCTS, STARCHES AND STARCH PRODUCTS","MANUFACTURE OF BAKERY AND FARINACEOUS PRODUCTS","MANUFACTURE OF OTHER FOOD PRODUCTS","MANUFACTURE OF PREPARED ANIMAL FEEDS","MANUFACTURE OF ALCOHOLIC BEVERAGES & TOBACCO PRODUCTS","MANUFACTURE OF SOFT DRINKS; PRODUCTION OF MINERAL WATERS AND OTHER BOTTLED WATE","MANUFACTURE OF TEXTILES","MANUFACTURE OF WEARING APPAREL","MANUFACTURE OF LEATHER AND RELATED PRODUCTS","MANUFACTURE OF WOOD & PRODUCTS OF WOOD & CORK, EXCEPT FURNITURE; MANUF. OF ARTICLES OF STRAW","MANUFACTURE OF PAPER AND PAPER PRODUCTS","PRINTING AND REPRODUCTION OF RECORDED MEDIA","MANUFACTURE OF COKE AND REFINED PETROLEUM PRODUCTS","MANUFACTURE OF INDUSTRIAL GASES, INORGANICS AND FERTILISERS (INORGANIC CHEMICALS) - 20.11/13/15","MANUFACTURE OF PETROCHEMICALS - 20.14/16/17/60","MANUFACTURE OF DYESTUFFS, AGRO-CHEMICALS - 20.12/20","MANUFACTURE OF PAINTS, VARNISHES AND SIMILAR COATINGS, PRINTING INK AND MASTICS","MANUFACTURE OF SOAP & DETERGENTS, CLEANING & POLISHING, PERFUMES & TOILET PREPARATIONS","MANUFACTURE OF OTHER CHEMICAL PRODUCTS","MANUFACTURE OF BASIC PHARMACEUTICAL PRODUCTS AND PHARMACEUTICAL PREPARATIONS","MANUFACTURE OF RUBBER AND PLASTIC PRODUCTS","MANUFACTURE OF GLASS, REFRACTORY, CLAY, PORCELAIN, CERAMIC, STONE PRODUCTS - 23.1-4/7-9","MANUFACTURE OF CEMENT, LIME, PLASTER AND ARTICLES OF CONCRETE, CEMENT AND PLASTER","MANUFACTURE OF BASIC IRON AND STEEL","MANUFACTURE OF OTHER BASIC METALS AND CASTING","MANUFACTURE OF FABRICATED METAL PRODUCTS, EXCLUDING WEAPONS & AMMUNITION - 25.1-3/5-9","MANUFACTURE OF WEAPONS AND AMMUNITION","MANUFACTURE OF COMPUTER, ELECTRONIC AND OPTICAL PRODUCTS","MANUFACTURE OF ELECTRICAL EQUIPMENT","MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.","MANUFACTURE OF MOTOR VEHICLES, TRAILERS AND SEMI-TRAILERS","BUILDING OF SHIPS AND BOATS","MANUFACTURE OF AIR AND SPACECRAFT AND RELATED MACHINERY","MANUFACTURE OF OTHER TRANSPORT EQUIPMENT - 30.2/4/9","MANUFACTURE OF FURNITURE","OTHER MANUFACTURING","REPAIR AND MAINTENANCE OF SHIPS AND BOATS","REPAIR AND MAINTENANCE OF AIRCRAFT AND SPACECRAFT","REST OF REPAIR; INSTALLATION - 33.11-14/17/19/20","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","MANUFACTURE OF GAS; DISTRIBUTION OF GASEOUS FUELS THROUGH MAINS; STEAM AND AIRC","WATER COLLECTION, TREATMENT AND SUPPLY","SEWERAGE","WASTE COLLECTION, TREATMENT AND DISPOSAL ACTIVITIES; MATERIALS RECOVERY","REMEDIATION ACTIVITIES AND OTHER WASTE MANAGEMENT SERVICES","CONSTRUCTION","WHOLESALE AND RETAIL TRADE AND REPAIR OF MOTOR VEHICLES AND MOTORCYCLES","WHOLESALE TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES","RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES","RAIL TRANSPORT","LAND TRANSPORT SERVICES AND TRANSPORT SERVICES VIA PIPELINES, EXCLUDING RAIL TRANSPORT","WATER TRANSPORT","AIR TRANSPORT","WAREHOUSING AND SUPPORT ACTIVITIES FOR TRANSPORTATION","POSTAL AND COURIER ACTIVITIES","ACCOMMODATION","FOOD AND BEVERAGE SERVICE ACTIVITIES","PUBLISHING ACTIVITIES","MOTION PICTURE, VIDEO & TV PROGRAMME PRODUCTION, SOUND RECORDING & MUSIC PUBLISHING ACTIVITIES & PROGRAMMING AND BROADCASTING ACTIVITIES","TELECOMMUNICATIONS","COMPUTER PROGRAMMING, CONSULTANCY AND RELATED ACTIVITIES","INFORMATION SERVICE ACTIVITIES","FINANCIAL SERVICE ACTIVITIES, EXCEPT INSURANCE AND PENSION FUNDING","INSURANCE, REINSURANCE AND PENSION FUNDING SERVICES, EXCEPT COMPULSORY SOCIAL SECURITY","ACTIVITIES AUXILIARY TO FINANCIAL SERVICES AND INSURANCE ACTIVITIES","BUYING AND SELLING, RENTING AND OPERATING OF OWN OR LEASED REAL ESTATE, EXCLUDING IMPUTED RENT","OWNER-OCCUPIERS' HOUSING","REAL ESTATE SERVICES ON A FEE OR CONTRACT BASIS","LEGAL ACTIVITIES","ACCOUNTING, BOOKKEEPING AND AUDITING ACTIVITIES; TAX CONSULTANCY","ACTIVITIES OF HEAD OFFICES; MANAGEMENT CONSULTANCY ACTIVITIES","ARCHITECTURAL AND ENGINEERING ACTIVITIES; TECHNICAL TESTING AND ANALYSIS","SCIENTIFIC RESEARCH AND DEVELOPMENT","ADVERTISING AND MARKET RESEARCH","OTHER PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","VETERINARY ACTIVITIES","RENTAL AND LEASING ACTIVITIES","EMPLOYMENT ACTIVITIES","TRAVEL AGENCY, TOUR OPERATOR AND OTHER RESERVATION SERVICE AND RELATED ACTIVITIES","SECURITY AND INVESTIGATION ACTIVITIES","SERVICES TO BUILDINGS AND LANDSCAPE ACTIVITIES","OFFICE ADMINISTRATIVE, OFFICE SUPPORT AND OTHER BUSINESS SUPPORT ACTIVITIES","PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY","EDUCATION","HUMAN HEALTH ACTIVITIES","RESIDENTIAL CARE & SOCIAL WORK ACTIVITIES","CREATIVE, ARTS AND ENTERTAINMENT ACTIVITIES","LIBRARIES, ARCHIVES, MUSEUMS AND OTHER CULTURAL ACTIVITIES","GAMBLING AND BETTING ACTIVITIES","SPORTS ACTIVITIES AND AMUSEMENT AND RECREATION ACTIVITIES","ACTIVITIES OF MEMBERSHIP ORGANISATIONS","REPAIR OF COMPUTERS AND PERSONAL AND HOUSEHOLD GOODS","OTHER PERSONAL SERVICE ACTIVITIES","ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS OF DOMESTIC PERSONNEL","WASTE COLLECTION, TREATMENT AND DISPOSAL ACTIVITIES; MATERIALS RECOVERY NON-MARKET","LAND TRANSPORT SERVICES AND TRANSPORT SERVICES VIA PIPELINES, EXCLUDING RAIL TRANSPORT NON-MARKET","WAREHOUSING AND SUPPORT ACTIVITIES FOR TRANSPORTATION NON-MARKET","MOTION PICTURE, VIDEO & TV PROGRAMME PRODUCTION, SOUND RECORDING & MUSIC PUBLISHING ACTIVITIES & PROGRAMMING AND BROADCASTING ACTIVITIES NON-MARKET","PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY NON-MARKET","EDUCATION NON-MARKET","HUMAN HEALTH ACTIVITIES NON-MARKET","RESIDENTIAL CARE & SOCIAL WORK ACTIVITIES NON-MARKET","CREATIVE, ARTS AND ENTERTAINMENT ACTIVITIES NON-MARKET","LIBRARIES, ARCHIVES, MUSEUMS AND OTHER CULTURAL ACTIVITIES NON-MARKET","SPORTS ACTIVITIES AND AMUSEMENT AND RECREATION ACTIVITIES NON-MARKET","FINANCIAL SERVICES NPISH","REAL ESTATE SERVICES NPISH","LEGAL SERVICES NPISH","SCIENTIFIC RESEARCH AND DEVELOPMENT NPISH","VETERINARY ACTIVITIES NPISH","SERVICES TO BUILDINGS AND LANDSCAPE ACTIVITIES NPISH","EDUCATION NPISH","HUMAN HEALTH ACTIVITIES NPISH","RESIDENTIAL CARE & SOCIAL WORK ACTIVITIES NPISH","CREATIVE, ARTS AND ENTERTAINMENT ACTIVITIES NPISH","LIBRARIES, ARCHIVES, MUSEUMS AND OTHER CULTURAL SERVICES NPISH","SPORTS ACTIVITIES AND AMUSEMENT AND RECREATION ACTIVITIES NPISH","ACTIVITIES OF MEMBERSHIP ORGANISATIONS NPISH","TOTAL INTERMEDIATE DEMAND","HOUSEHOLDS","PUBLICSECTOR","NON-PROFIT INSTITUTIONS SERVING HOUSEHOLDS","CENTRAL GOVERNMENT","LOCAL AUTHORITIES","GROSS FIXED CAPITAL FORMATION","VALUABLES","CHANGES IN INVENTORIES","EXPORTS OF GOODS - EU","EXPORTS OF GOODS - NON EU","EXPORTS OF SERVICES - EU","EXPORTS OF SERVICES - NON EU","TOTAL EXPORTS","TOTAL DEMAND FOR PRODUCTS AT BASIC PRICES"
"MANUFACTURE OF PREPARED ANIMAL FEEDS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MANUFACTURE OF ALCOHOLIC BEVERAGES & TOBACCO PRODUCTS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MANUFACTURE OF SOFT DRINKS; PRODUCTION OF MINERAL WATERS AND OTHER BOTTLED WATE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MANUFACTURE OF TEXTILES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MANUFACTURE OF WEARING APPAREL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MANUFACTURE OF LEATHER AND RELATED PRODUCTS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MANUFACTURE OF WOOD & PRODUCTS OF WOOD & CORK, EXCEPT FURNITURE; MANUF. OF ARTICLES OF STRAW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MANUFACTURE OF PAPER AND PAPER PRODUCTS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRINTING AND REPRODUCTION OF RECORDED MEDIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MANUFACTURE OF COKE AND REFINED PETROLEUM PRODUCTS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MANUFACTURE OF INDUSTRIAL GASES, INORGANICS AND FERTILISERS (INORGANIC CHEMICALS) - 20.11/13/15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MANUFACTURE OF PETROCHEMICALS - 20.14/16/17/60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MANUFACTURE OF DYESTUFFS, AGRO-CHEMICALS - 20.12/20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MANUFACTURE OF PAINTS, VARNISHES AND SIMILAR COATINGS, PRINTING INK AND MASTICS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MANUFACTURE OF SOAP & DETERGENTS, CLEANING & POLISHING, PERFUMES & TOILET PREPARATIONS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MANUFACTURE OF OTHER CHEMICAL PRODUCTS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MANUFACTURE OF BASIC PHARMACEUTICAL PRODUCTS AND PHARMACEUTICAL PREPARATIONS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MANUFACTURE OF RUBBER AND PLASTIC PRODUCTS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MANUFACTURE OF GLASS, REFRACTORY, CLAY, PORCELAIN, CERAMIC, STONE PRODUCTS - 23.1-4/7-9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MANUFACTURE OF CEMENT, LIME, PLASTER AND ARTICLES OF CONCRETE, CEMENT AND PLASTER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MANUFACTURE OF BASIC IRON AND STEEL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MANUFACTURE OF OTHER BASIC METALS AND CASTING",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MANUFACTURE OF FABRICATED METAL PRODUCTS, EXCLUDING WEAPONS & AMMUNITION - 25.1-3/5-9",248618,109,542,230,11312,1267,1896,3579,3976,360,2880,664,3142,7306,2768,5701,2319,425,413,159,1144,395,12664,6183,690,2577,502,1151,2655,1228,24404,25827,2450,2594,2279,5356,18490,298,1179,659,56050,74829,897,10167,342,6724,3658,1526,6772,6998,13545,4066,1168,1532,2215,0,186668,826,3389,59769,3364,2504,232,24382,5077,574,4522,17653,1366,1,902,2509,83,0,447,242,3952,0,346,666,941,0,2019,3745,233,258,0,1985,763,162,29,433,3343,0,3770,142,0,0,1,44,114,0,15,0,0,0,0,0,0,137,2525,553,0,0,0,55,0,0,0,0,8,0,1809,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MANUFACTURE OF WEAPONS AND AMMUNITION",0,0,0,0,467,101,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,1582,0,0,0,0,248,1903,2,0,426,0,0,0,635,0,0,0,0,901,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,3629,0,0,0,391,0,0,0,0,71,0,0,0,0,0,10,1238,0,0,0,86,31,0,0,0,196,10259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MANUFACTURE OF COMPUTER, ELECTRONIC AND OPTICAL PRODUCTS",9072,164,309,27,93,318,0,354,85,0,182,191,162,235,49,94,37,96,155,0,67,266,0,77,564,2161,161,0,75,644,4652,671,0,188,631,672,462,211,2908,143,1976,1299,184,575,166,392,2100,264,370,2797,1735,891,582,937,735,0,16940,192,871,23628,797,4036,0,0,6737,742,6769,7104,612,20,96923,4774,971,341052,226,96,2423,8593,205,1087,971,1685,546,2021,633,414,202,1274,1032,1537,247,1735,3510,12462,4883,3357,0,0,6,93,292,434,34,14350,0,3532,0,2467,3,19671,10723,12842,129,0,12,148,0,0,0,0,89,0,2525,743,7,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MANUFACTURE OF ELECTRICAL EQUIPMENT",78352,0,77,6,1903,50,203,56,47,0,73,0,40,0,26,16,9,25,0,10,29,0,0,0,0,92,38,0,0,63,1032,522,0,55,129,0,66,67,345,190,5090,240,249,41,354,44,2524,389,130,2994,38842,9553,395,0,698,0,83887,99,266,106252,516,13958,72,0,0,4118,0,5324,162,15,25713,3223,381,0,321,133,3700,19066,871,1639,592,2702,147,463,161,163,0,16918,933,325,608,2011,1652,2244,3114,577,0,0,10,70,161,162,80,0,0,0,0,0,0,3938,2265,157,63,0,11,262,0,0,0,0,0,4,1452,90,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.",45203,54,232,196,667,1774,67,5672,1206,180,1584,2160,2082,2502,330,225,192,500,321,21,358,4108,24684,35,414,1288,386,242,92,189,4812,583,1079,1310,4998,2457,82,70,568,216,9504,509,557,149,146,1443,632,718,1266,2246,7317,2755,7865,1114,2385,0,44169,1298,654,47973,1197,2003,8,903,0,574,3014,5609,2125,11,2440,782,124,0,167,48,4240,1582,0,749,376,659,120,389,607,398,0,1812,731,162,582,650,983,641,260,0,0,0,5,19,608,0,6,0,0,0,0,0,0,721,0,0,0,0,0,0,0,56,0,0,0,4,78,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
